shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
1,41.3679503,2.0665095,659,10475.442
1,41.3679612,2.0668296,660,10502.241
1,41.3679732,2.0670111,661,10517.480
1,41.3679745,2.0670246,662,10518.619
1,41.3679932,2.0672267,663,10535.643
1,41.3680141,2.0674468,664,10554.197
1,41.3680371,2.0676727,665,10573.266
1,41.3680615,2.0679155,666,10593.750
1,41.3680766,2.0680665,667,10606.498
1,41.3681080,2.0683654,668,10631.739
1,41.3681360,2.0686383,669,10654.770
1,41.3681525,2.0688056,670,10668.880
1,41.3681637,2.0689199,671,10678.519
1,41.3681811,2.0690880,672,10692.712
1,41.3681969,2.0692455,673,10706.006
1,41.3682116,2.0693936,674,10718.503
1,41.3682267,2.0695364,675,10730.561
1,41.3682422,2.0696959,676,10744.011
1,41.3682427,2.0697018,677,10744.505
1,41.3682518,2.0697965,678,10752.492
1,41.3682642,2.0699209,679,10762.989
1,41.3682726,2.0700006,680,10769.721
1,41.3682813,2.0700748,681,10775.995
1,41.3682900,2.0701421,682,10781.706
1,41.3683079,2.0702371,683,10789.899
1,41.3683211,2.0702968,684,10795.107
1,41.3683400,2.0703701,685,10801.581
1,41.3683530,2.0704205,686,10806.035
1,41.3683701,2.0704725,687,10810.787
1,41.3683839,2.0705151,688,10814.659
1,41.3684004,2.0705638,689,10819.127
1,41.3685051,2.0708739,690,10847.546
1,41.3685429,2.0709891,691,10858.060
1,41.3685977,2.0711514,692,10872.937
1,41.3686157,2.0712056,693,10877.887
1,41.3686645,2.0713529,694,10891.348
1,41.3686756,2.0713853,695,10894.323
1,41.3687022,2.0714632,696,10901.474
1,41.3687955,2.0717509,697,10927.673
1,41.3688242,2.0718306,698,10935.060
1,41.3688510,2.0718996,699,10941.556
1,41.3688867,2.0719838,700,10949.637
1,41.3689439,2.0721080,701,10961.813
1,41.3689813,2.0721839,702,10969.398
1,41.3689919,2.0722055,703,10971.554
1,41.3690386,2.0722985,704,10980.902
1,41.3690637,2.0723527,705,10986.223
1,41.3690839,2.0724106,706,10991.561
1,41.3691448,2.0725935,707,11008.288
1,41.3691967,2.0727485,708,11022.467
1,41.3692233,2.0728281,709,11029.753
1,41.3692660,2.0729567,710,11041.510
1,41.3693878,2.0733231,711,11075.005
1,41.3694465,2.0734954,712,11090.818
1,41.3694716,2.0735687,713,11097.553
1,41.3695245,2.0737232,714,11111.746
1,41.3695651,2.0738387,715,11122.410
1,41.3696364,2.0740338,716,11140.545
1,41.3697109,2.0742282,717,11158.790
1,41.3697699,2.0743740,718,11172.631
1,41.3698471,2.0745651,719,11190.769
1,41.3699684,2.0748468,720,11217.906
1,41.3700510,2.0750318,721,11235.887
1,41.3701062,2.0751524,722,11247.693
1,41.3701191,2.0751806,723,11250.455
1,41.3701681,2.0752873,724,11260.898
1,41.3702426,2.0754300,725,11275.420
1,41.3702822,2.0754988,726,11282.667
1,41.3703555,2.0756096,727,11294.997
1,41.3704103,2.0756817,728,11303.558
1,41.3704764,2.0757677,729,11313.840
1,41.3705180,2.0758164,730,11319.995
1,41.3705366,2.0758374,731,11322.707
1,41.3705444,2.0758463,732,11323.849
1,41.3705894,2.0758951,733,11330.297
1,41.3706381,2.0759418,734,11336.969
1,41.3706747,2.0759775,735,11342.013
1,41.3707164,2.0760155,736,11347.632
1,41.3707588,2.0760527,737,11353.269
1,41.3707974,2.0760827,738,11358.241
1,41.3708365,2.0761126,739,11363.250
1,41.3708999,2.0761573,740,11371.212
1,41.3710058,2.0762220,741,11384.163
