shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
2.13.58.1.1,41.375475,2.149081,51
2.13.58.1.1,41.375469,2.149008,52
2.13.58.1.1,41.375455,2.148937,53
2.13.58.1.1,41.375435,2.148868,54
2.13.58.1.1,41.375408,2.148804,55
2.13.58.1.1,41.375375,2.148745,56
2.13.58.1.1,41.375337,2.148692,57
2.13.58.1.1,41.375288,2.148639,58
2.13.58.1.1,41.37524,2.1486,59
2.13.58.1.1,41.37519,2.148571,60
2.13.58.1.1,41.375136,2.14855,61
2.13.58.1.1,41.375082,2.148539,62
2.13.58.1.1,41.374964,2.148536,63
2.13.58.1.1,41.374911,2.148538,64
2.13.58.1.1,41.374863,2.148548,65
2.13.58.1.1,41.374823,2.148563,66
2.13.58.1.1,41.374771,2.148591,67
2.13.58.1.1,41.374729,2.148616,68
2.13.58.1.1,41.374694,2.148648,69
2.13.58.1.1,41.374664,2.148683,70
2.13.58.1.1,41.374643,2.148715,71
2.13.58.1.1,41.374623,2.14875,72
2.13.58.1.1,41.374597,2.148806,73
2.13.58.1.1,41.37458,2.148845,74
2.13.58.1.1,41.37456,2.148901,75
2.13.58.1.1,41.374539,2.148968,76
2.13.58.1.1,41.374534,2.149015,77
2.13.58.1.1,41.374537,2.149068,78
2.13.58.1.1,41.374545,2.149126,79
2.13.58.1.1,41.374557,2.149183,80
2.13.58.1.1,41.374586,2.14928,81
2.13.58.1.1,41.374623,2.149372,82
2.13.58.1.1,41.374664,2.149459,83
2.13.58.1.1,41.374731,2.149585,84
2.13.58.1.1,41.374772,2.149671,85
2.13.58.1.1,41.374826,2.149791,86
2.13.58.1.1,41.374876,2.149934,87
2.13.58.1.1,41.3749,2.15004,88
2.13.58.1.1,41.374912,2.150147,89
2.13.58.1.1,41.374915,2.150201,90
2.13.58.1.1,41.37493,2.150369,91
2.13.58.1.1,41.374937,2.150489,92
2.13.58.1.1,41.374938,2.150989,93
2.13.58.1.1,41.374934,2.151159,94
2.13.58.1.1,41.374922,2.153905,95
2.13.58.1.1,41.374921,2.153942,96
2.13.58.1.1,41.374913,2.153977,97
2.13.58.1.1,41.374899,2.154008,98
2.13.58.1.1,41.374879,2.154034,99
2.13.58.1.1,41.374855,2.154051,100
2.13.58.1.1,41.374576,2.154205,101
2.13.58.1.1,41.374283,2.154362,102
2.13.58.1.1,41.373089,2.155021,103
2.13.58.1.1,41.37307,2.155022,104
2.13.58.1.1,41.373052,2.155014,105
2.13.58.1.1,41.373037,2.154997,106
2.13.58.1.1,41.373028,2.154976,107
2.13.58.1.1,41.372707,2.154125,108
2.13.58.1.1,41.372535,2.15369,109
2.13.58.1.1,41.372523,2.153634,110
2.13.58.1.1,41.372518,2.153576,111
2.13.58.1.1,41.372515,2.153507,112
2.13.58.1.1,41.372504,2.153458,113
2.13.58.1.1,41.37249,2.153417,114
2.13.58.1.1,41.371847,2.15175,115
2.13.58.1.1,41.37165,2.151214,116
2.13.58.1.1,41.37151,2.150858,117
2.13.58.1.1,41.371347,2.150432,118
2.13.58.1.1,41.371319,2.15034,119
2.13.58.1.1,41.371285,2.150251,120
2.13.58.1.1,41.371236,2.150154,121
2.13.58.1.1,41.37117,2.149979,122
2.13.58.1.1,41.37111,2.149835,123
2.13.58.1.1,41.37105,2.149724,124
2.13.58.1.1,41.370973,2.14962,125
2.13.58.1.1,41.370922,2.149565,126
2.13.58.1.1,41.370868,2.149518,127
2.13.58.1.1,41.370809,2.14948,128
2.13.58.1.1,41.370748,2.14945,129
2.13.58.1.1,41.370691,2.149431,130
2.13.58.1.1,41.370118,2.149312,131
2.13.58.1.1,41.370044,2.149291,132
2.13.58.1.1,41.369973,2.149261,133
2.13.58.1.1,41.369903,2.149222,134
2.13.58.1.1,41.369837,2.149175,135
2.13.58.1.1,41.369775,2.149119,136
2.13.58.1.1,41.369717,2.149056,137
2.13.58.1.1,41.369663,2.148985,138
2.13.58.1.1,41.369615,2.148909,139
2.13.58.1.1,41.369573,2.148826,140
2.13.58.1.1,41.369537,2.148738,141
2.13.58.1.1,41.369508,2.148647,142
2.13.58.1.1,41.369485,2.148552,143
2.13.58.1.1,41.369469,2.148454,144
2.13.58.1.1,41.36946,2.148355,145
2.13.58.1.1,41.369458,2.148255,146
2.13.58.1.1,41.369462,2.148176,147
2.13.58.1.1,41.369535,2.147542,148
2.13.58.1.1,41.369546,2.147402,149
2.13.58.1.1,41.36955,2.147261,150
2.13.58.1.1,41.369547,2.14712,151
2.13.58.1.1,41.369536,2.14698,152
2.13.58.1.1,41.369519,2.146841,153
2.13.58.1.1,41.369494,2.146704,154
2.13.58.1.1,41.369462,2.14657,155
2.13.58.1.1,41.369424,2.146439,156
2.13.58.1.1,41.369372,2.146275,157
2.13.58.1.1,41.369359,2.146234,158
2.13.58.1.1,41.369316,2.146117,159
2.13.58.1.1,41.369266,2.146004,160
2.13.58.1.1,41.369211,2.145896,161
2.13.58.1.1,41.36915,2.145794,162
2.13.58.1.1,41.369083,2.145698,163
2.13.58.1.1,41.369011,2.145609,164
2.13.58.1.1,41.368935,2.145527,165
2.13.58.1.1,41.368854,2.145453,166
2.13.58.1.1,41.368769,2.145387,167
2.13.58.1.1,41.368681,2.145329,168
2.13.58.1.1,41.368648,2.14531,169
2.13.58.1.1,41.368554,2.145206,170
2.13.58.1.1,41.368465,2.145095,171
2.13.58.1.1,41.368381,2.144977,172
2.13.58.1.1,41.368303,2.144853,173
2.13.58.1.1,41.368266,2.14479,174
2.13.58.1.1,41.368177,2.144612,175
2.13.58.1.1,41.367752,2.143723,176
2.13.58.1.1,41.367697,2.143628,177
2.13.58.1.1,41.367636,2.143539,178
2.13.58.1.1,41.36757,2.143457,179
2.13.58.1.1,41.36752,2.143402,180
2.13.58.1.1,41.367461,2.143356,181
2.13.58.1.1,41.367399,2.143319,182
2.13.58.1.1,41.367335,2.143291,183
2.13.58.1.1,41.367269,2.143272,184
2.13.58.1.1,41.367202,2.143263,185
2.13.58.1.1,41.367134,2.143263,186
2.13.58.1.1,41.367067,2.143273,187
2.13.58.1.1,41.367,2.143292,188
2.13.58.1.1,41.366936,2.14332,189
2.13.58.1.1,41.366874,2.143357,190
2.13.58.1.1,41.366816,2.143403,191
2.13.58.1.1,41.366797,2.143421,192
2.13.58.1.1,41.365949,2.144482,193
2.13.58.1.1,41.365856,2.144607,194
2.13.58.1.1,41.365804,2.144665,195
2.13.58.1.1,41.365748,2.144716,196
2.13.58.1.1,41.365689,2.144759,197
2.13.58.1.1,41.365626,2.144794,198
2.13.58.1.1,41.365561,2.144819,199
2.13.58.1.1,41.365494,2.144835,200
2.13.58.1.1,41.365427,2.144841,201
2.13.58.1.1,41.365359,2.144838,202
2.13.58.1.1,41.365275,2.144826,203
2.13.58.1.1,41.365192,2.144804,204
2.13.58.1.1,41.36511,2.144773,205
2.13.58.1.1,41.365031,2.144732,206
2.13.58.1.1,41.364993,2.144709,207
2.13.58.1.1,41.364143,2.14407,208
2.13.58.1.1,41.364118,2.144034,209
2.13.58.1.1,41.364099,2.143993,210
2.13.58.1.1,41.364086,2.143947,211
2.13.58.1.1,41.36408,2.143899,212
2.13.58.1.1,41.364081,2.143851,213
2.13.58.1.1,41.36409,2.143804,214
2.13.58.1.1,41.364105,2.143759,215
2.13.58.1.1,41.364126,2.14372,216
2.13.58.1.1,41.364137,2.143705,217
2.13.58.1.1,41.364315,2.143485,218
2.13.58.1.1,41.3645,2.143259,219
2.13.58.1.1,41.364561,2.143155,220
2.13.58.1.1,41.364617,2.143046,221
2.13.58.1.1,41.364654,2.142961,222
2.13.58.1.1,41.364679,2.142898,223
2.13.58.1.1,41.364718,2.142806,224
2.13.58.1.1,41.364757,2.142721,225
2.13.58.1.1,41.364813,2.14262,226
2.13.58.1.1,41.3652,2.142008,227
2.13.58.1.1,41.365291,2.141857,228
2.13.58.1.1,41.365324,2.141799,229
2.13.58.1.1,41.365349,2.141746,230
2.13.58.1.1,41.36539,2.141642,231
2.13.58.1.1,41.365428,2.141521,232
2.13.58.1.1,41.36546,2.141397,233
2.13.58.1.1,41.365484,2.141271,234
2.13.58.1.1,41.365502,2.141144,235
2.13.58.1.1,41.365507,2.141098,236
2.13.58.1.1,41.365505,2.141051,237
2.13.58.1.1,41.365495,2.141006,238
2.13.58.1.1,41.365483,2.140973,239
2.13.58.1.1,41.365239,2.140416,240
2.13.58.1.1,41.365207,2.140363,241
2.13.58.1.1,41.36517,2.140316,242
2.13.58.1.1,41.365126,2.140275,243
2.13.58.1.1,41.365005,2.140193,244
2.13.58.1.1,41.364846,2.140102,245
2.13.58.1.1,41.364786,2.14008,246
2.13.58.1.1,41.364725,2.140068,247
2.13.58.1.1,41.364663,2.140065,248
2.13.58.1.1,41.364547,2.140076,249
2.13.58.1.1,41.364465,2.140094,250
2.13.58.1.1,41.364369,2.140124,251
2.13.58.1.1,41.364294,2.140157,252
2.13.58.1.1,41.364269,2.140171,253
2.13.58.1.1,41.364082,2.140294,254
2.13.58.1.1,41.363981,2.14037,255
2.13.58.1.1,41.363914,2.140432,256
2.13.58.1.1,41.36383,2.140519,257
2.13.58.1.1,41.363751,2.140613,258
2.13.58.1.1,41.363677,2.140714,259
2.13.58.1.1,41.363609,2.140821,260
2.13.58.1.1,41.363546,2.140935,261
2.13.58.1.1,41.363516,2.140994,262
2.13.58.1.1,41.363439,2.141165,263
2.13.58.1.1,41.363414,2.141211,264
2.13.58.1.1,41.363288,2.141385,265
2.13.58.1.1,41.363262,2.141418,266
2.13.58.1.1,41.363218,2.141459,267
2.13.58.1.1,41.363077,2.141571,268
2.13.58.1.1,41.362757,2.141798,269
2.13.58.1.1,41.362714,2.141809,270
2.13.58.1.1,41.36267,2.14181,271
2.13.58.1.1,41.362627,2.141802,272
2.13.58.1.1,41.362585,2.141784,273
2.13.58.1.1,41.362546,2.141758,274
2.13.58.1.1,41.36251,2.141723,275
2.13.58.1.1,41.362479,2.141681,276
2.13.58.1.1,41.362458,2.141641,277
2.13.58.1.1,41.362421,2.141532,278
2.13.58.1.1,41.362375,2.141387,279
2.13.58.1.1,41.362352,2.141328,280
2.13.58.1.1,41.362337,2.141266,281
2.13.58.1.1,41.362328,2.141202,282
2.13.58.1.1,41.362326,2.141136,283
2.13.58.1.1,41.362332,2.141071,284
2.13.58.1.1,41.362345,2.141008,285
2.13.58.1.1,41.362364,2.140948,286
2.13.58.1.1,41.362381,2.140909,287
2.13.58.1.1,41.362578,2.140424,288
2.13.58.1.1,41.362647,2.140248,289
2.13.58.1.1,41.362682,2.140182,290
2.13.58.1.1,41.362716,2.140146,291
2.13.58.1.1,41.36297,2.139969,292
2.13.58.1.1,41.363071,2.139909,293
2.13.58.1.1,41.3633,2.139766,294
2.13.58.1.1,41.363311,2.139757,295
2.13.58.1.1,41.363323,2.139741,296
2.13.58.1.1,41.363333,2.139718,297
2.13.58.1.1,41.363336,2.139695,298
2.13.58.1.1,41.363335,2.13967,299
2.13.58.1.1,41.363297,2.139474,300
2.13.58.1.1,41.363289,2.139453,301
2.13.58.1.1,41.363279,2.139438,302
2.13.58.1.1,41.36327,2.139428,303
2.13.58.1.1,41.363257,2.13942,304
2.13.58.1.1,41.363244,2.139415,305
2.13.58.1.1,41.36322,2.139416,306
2.13.58.1.1,41.363029,2.139445,307
2.13.58.1.1,41.362523,2.139507,308
2.13.58.1.1,41.362192,2.139545,309
2.13.58.1.1,41.362107,2.13955,310
2.13.58.1.1,41.361886,2.139573,311
2.13.58.1.1,41.361719,2.139596,312
2.13.58.1.1,41.361572,2.13963,313
2.13.58.1.1,41.361423,2.139675,314
2.13.58.1.1,41.361331,2.139711,315
2.13.58.1.1,41.361067,2.139832,316
2.13.58.1.1,41.360999,2.139872,317
2.13.58.1.1,41.360934,2.139921,318
2.13.58.1.1,41.360895,2.139953,319
2.13.58.1.1,41.360828,2.140014,320
2.13.58.1.1,41.360765,2.140084,321
2.13.58.1.1,41.360707,2.14016,322
2.13.58.1.1,41.360685,2.140194,323
2.13.58.1.1,41.360119,2.141233,324
2.13.58.1.1,41.359784,2.141789,325
2.13.58.1.1,41.359492,2.142251,326
2.13.58.1.1,41.358905,2.142912,327
2.13.58.1.1,41.358766,2.143038,328
2.13.58.1.1,41.358622,2.143156,329
2.13.58.1.1,41.358475,2.143266,330
2.13.58.1.1,41.358324,2.143367,331
2.13.58.1.1,41.35817,2.143459,332
2.13.58.1.1,41.35813,2.143481,333
2.13.58.1.1,41.358106,2.143505,334
2.13.58.1.1,41.358087,2.143535,335
2.13.58.1.1,41.358074,2.14357,336
2.13.58.1.1,41.358068,2.143609,337
2.13.58.1.1,41.358069,2.143648,338
2.13.58.1.1,41.358077,2.143686,339
2.13.58.1.1,41.358092,2.14372,340
2.13.58.1.1,41.358112,2.143748,341
2.13.58.1.1,41.358137,2.14377,342
2.13.58.1.1,41.358151,2.143777,343
2.13.58.1.1,41.358687,2.144223,344
2.13.58.1.1,41.358772,2.1443,345
2.13.58.1.1,41.358852,2.144385,346
2.13.58.1.1,41.358928,2.144477,347
2.13.58.1.1,41.358998,2.144576,348
2.13.58.1.1,41.359059,2.144671,349
2.13.58.1.1,41.359082,2.144704,350
2.13.58.1.1,41.359117,2.144746,351
2.13.58.1.1,41.359139,2.144768,352
2.13.58.1.1,41.359163,2.14479,353
2.13.58.1.1,41.359189,2.144809,354
2.13.58.1.1,41.359262,2.144853,355
2.13.58.1.1,41.359331,2.144902,356
2.13.58.1.1,41.359373,2.144934,357
2.13.58.1.1,41.359418,2.14497,358
2.13.58.1.1,41.359464,2.145012,359
2.13.58.1.1,41.359511,2.145057,360
2.13.58.1.1,41.359557,2.145107,361
2.13.58.1.1,41.35966,2.145234,362
2.13.58.1.1,41.359807,2.145421,363
2.13.58.1.1,41.359891,2.145533,364
2.13.58.1.1,41.3602,2.145996,365
2.13.58.1.1,41.360227,2.146042,366
2.13.58.1.1,41.360253,2.146096,367
2.13.58.1.1,41.360265,2.146129,368
2.13.58.1.1,41.360276,2.146164,369
2.13.58.1.1,41.360284,2.146202,370
2.13.58.1.1,41.360289,2.146241,371
2.13.58.1.1,41.360352,2.146632,372
2.13.58.1.1,41.360361,2.146679,373
2.13.58.1.1,41.360377,2.146739,374
2.13.58.1.1,41.360388,2.146771,375
2.13.58.1.1,41.360401,2.146803,376
2.13.58.1.1,41.360633,2.147273,377
2.13.58.1.1,41.360762,2.147515,378
2.13.58.1.1,41.361041,2.147886,379
2.13.58.1.1,41.361069,2.147917,380
2.13.58.1.1,41.361089,2.147935,381
2.13.58.1.1,41.361113,2.147952,382
2.13.58.1.1,41.36114,2.147967,383
2.13.58.1.1,41.361171,2.147977,384
2.13.58.1.1,41.361204,2.147982,385
2.13.58.1.1,41.361241,2.147979,386
2.13.58.1.1,41.362166,2.14765,387
2.13.58.1.1,41.362181,2.147648,388
2.13.58.1.1,41.362203,2.147651,389
2.13.58.1.1,41.362215,2.147655,390
2.13.58.1.1,41.362227,2.147662,391
2.13.58.1.1,41.362239,2.147672,392
2.13.58.1.1,41.36225,2.147687,393
2.13.58.1.1,41.362259,2.147706,394
2.13.58.1.1,41.362263,2.147722,395
2.13.58.1.1,41.362265,2.147747,396
2.13.58.1.1,41.362263,2.147778,397
2.13.58.1.1,41.362259,2.147796,398
2.13.58.1.1,41.362252,2.147814,399
2.13.58.1.1,41.362239,2.147837,400
2.13.58.1.1,41.362204,2.147888,401
2.13.58.1.1,41.361814,2.148389,402
2.13.58.1.1,41.361716,2.148512,403
2.13.58.1.1,41.361612,2.148628,404
2.13.58.1.1,41.361505,2.148736,405
2.13.58.1.1,41.361405,2.148826,406
2.13.58.1.1,41.361302,2.148907,407
2.13.58.1.1,41.361196,2.14898,408
2.13.58.1.1,41.361033,2.149077,409
2.13.58.1.1,41.360868,2.149164,410
2.13.58.1.1,41.360761,2.149216,411
2.13.58.1.1,41.360651,2.149259,412
2.13.58.1.1,41.360539,2.149293,413
2.13.58.1.1,41.360494,2.149304,414
2.13.58.1.1,41.360402,2.149314,415
2.13.58.1.1,41.360309,2.149316,416
2.13.58.1.1,41.360216,2.149307,417
2.13.58.1.1,41.360124,2.149289,418
2.13.58.1.1,41.360037,2.149263,419
2.13.58.1.1,41.359985,2.149237,420
2.13.58.1.1,41.35995,2.149216,421
2.13.58.1.1,41.359912,2.149203,422
2.13.58.1.1,41.359874,2.1492,423
2.13.58.1.1,41.359835,2.149206,424
2.13.58.1.1,41.359798,2.149222,425
2.13.58.1.1,41.359764,2.149246,426
2.13.58.1.1,41.359734,2.149279,427
2.13.58.1.1,41.359709,2.149318,428
2.13.58.1.1,41.35969,2.149362,429
2.13.58.1.1,41.359677,2.149411,430
2.13.58.1.1,41.359672,2.149462,431
2.13.58.1.1,41.359673,2.149513,432
2.13.58.1.1,41.359698,2.149712,433
2.13.58.1.1,41.359729,2.149903,434
2.13.58.1.1,41.359768,2.150091,435
2.13.58.1.1,41.359813,2.150277,436
2.13.58.1.1,41.359865,2.15046,437
2.13.58.1.1,41.359875,2.150493,438
2.13.58.1.1,41.359984,2.150798,439
2.13.58.1.1,41.3601,2.151098,440
2.13.58.1.1,41.360203,2.151353,441
2.13.58.1.1,41.360257,2.151464,442
2.13.58.1.1,41.360317,2.15157,443
2.13.58.1.1,41.360382,2.151669,444
2.13.58.1.1,41.360452,2.151763,445
2.13.58.1.1,41.360534,2.151856,446
2.13.58.1.1,41.360667,2.151981,447
2.13.58.1.1,41.360796,2.152114,448
2.13.58.1.1,41.36092,2.152255,449
2.13.58.1.1,41.361117,2.152494,450
2.13.58.1.1,41.361225,2.152635,451
2.13.58.1.1,41.361327,2.152783,452
2.13.58.1.1,41.361424,2.152937,453
2.13.58.1.1,41.361555,2.153162,454
2.13.58.1.1,41.361632,2.153307,455
2.13.58.1.1,41.361702,2.153458,456
2.13.58.1.1,41.361766,2.153614,457
2.13.58.1.1,41.361824,2.153775,458
2.13.58.1.1,41.361875,2.153939,459
2.13.58.1.1,41.362078,2.154679,460
2.13.58.1.1,41.362255,2.155336,461
2.13.58.1.1,41.362305,2.155503,462
2.13.58.1.1,41.362377,2.155684,463
2.13.58.1.1,41.362455,2.155861,464
2.13.58.1.1,41.362539,2.156032,465
2.13.58.1.1,41.3626,2.156143,466
2.13.58.1.1,41.36265,2.156248,467
2.13.58.1.1,41.362694,2.156357,468
2.13.58.1.1,41.362732,2.15647,469
2.13.58.1.1,41.362763,2.156587,470
2.13.58.1.1,41.362802,2.156779,471
2.13.58.1.1,41.362825,2.156859,472
2.13.58.1.1,41.362856,2.156934,473
2.13.58.1.1,41.362892,2.157005,474
2.13.58.1.1,41.362914,2.15704,475
2.13.58.1.1,41.362948,2.157082,476
2.13.58.1.1,41.362986,2.157117,477
2.13.58.1.1,41.363028,2.157143,478
2.13.58.1.1,41.363056,2.157154,479
2.13.58.1.1,41.3631,2.157157,480
2.13.58.1.1,41.363143,2.15715,481
2.13.58.1.1,41.363188,2.157132,482
2.13.58.1.1,41.363222,2.157125,483
2.13.58.1.1,41.363252,2.157127,484
2.13.58.1.1,41.363328,2.157145,485
2.13.58.1.1,41.363403,2.157173,486
2.13.58.1.1,41.363476,2.157209,487
2.13.58.1.1,41.363545,2.157254,488
2.13.58.1.1,41.363607,2.1573,489
2.13.58.1.1,41.363724,2.157381,490
2.13.58.1.1,41.363845,2.157453,491
2.13.58.1.1,41.363969,2.157516,492
2.13.58.1.1,41.364094,2.157571,493
2.13.58.1.1,41.364222,2.157616,494
2.13.58.1.1,41.364352,2.157652,495
2.13.58.1.1,41.364483,2.157678,496
2.13.58.1.1,41.364628,2.157698,497
2.13.58.1.1,41.364735,2.157702,498
2.13.58.1.1,41.364843,2.157697,499
2.13.58.1.1,41.364951,2.157683,500
2.13.58.1.1,41.365057,2.157658,501
2.13.58.1.1,41.365162,2.157625,502
2.13.58.1.1,41.365265,2.157582,503
2.13.58.1.1,41.365365,2.15753,504
2.13.58.1.1,41.365393,2.157515,505
2.13.58.1.1,41.365494,2.157446,506
2.13.58.1.1,41.365591,2.15737,507
2.13.58.1.1,41.365684,2.157285,508
2.13.58.1.1,41.365773,2.157193,509
2.13.58.1.1,41.365857,2.157093,510
2.13.58.1.1,41.365937,2.156986,511
2.13.58.1.1,41.365991,2.156905,512
2.13.58.1.1,41.366023,2.156869,513
2.13.58.1.1,41.366059,2.156841,514
2.13.58.1.1,41.366099,2.156822,515
2.13.58.1.1,41.366174,2.156803,516
2.13.58.1.1,41.3662,2.156801,517
2.13.58.1.1,41.366232,2.156805,518
2.13.58.1.1,41.36627,2.156821,519
2.13.58.1.1,41.366305,2.156846,520
2.13.58.1.1,41.366335,2.156879,521
2.13.58.1.1,41.366361,2.156919,522
2.13.58.1.1,41.366381,2.156964,523
2.13.58.1.1,41.366442,2.157154,524
2.13.58.1.1,41.366509,2.157339,525
2.13.58.1.1,41.366578,2.157536,526
2.13.58.1.1,41.366652,2.157726,527
2.13.58.1.1,41.366657,2.157753,528
2.13.58.1.1,41.366655,2.157781,529
2.13.58.1.1,41.366646,2.157807,530
2.13.58.1.1,41.366631,2.157827,531
2.13.58.1.1,41.366578,2.157881,532
2.13.58.1.1,41.36653,2.157941,533
